,Unnamed: 0,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment,lang
2754,925,"RT SkyAndyHughes: Everyone should watch this. Sky News team comes under fire from Russian forces in Kyiv, despite making it clear theyre ",Kyiv,-0.555,0.0,0.186,Russian,Russia,0,0,0,0,-1,en
2755,926,Back home: A story eclipsed by Putins war is an American convoy different from its Canadian cousin: https://t.co/86oFpCRiU1 PeoplesConvoy ,Putin,-0.5994,0.0,0.187,0,0,0,0,0,0,-1,en
2756,927,RT LukeMixonLA: Im running against SenJohnKennedy who blamed Ukraine for Putins attack on American democracy amp cozied up to sanctioned ,Putin,-0.7351,0.0,0.256,Ukraine,0,0,0,0,0,-1,en
2758,929,RT GeorgeTakei: Americans: We can endure higher prices for food and gas if it means putting the screws to Putin. Consider it a patriotic d ,Putin,-0.25,0.0,0.083,0,0,0,0,0,0,-1,en
2759,930,RT atrupar: Trump tells John Daly () he told Putin that if he invaded Ukraine he would bomb Moscow https://t.co/bU0lJVeRwA ,Putin,-0.4939,0.0,0.144,Ukraine,0,0,0,0,0,-1,en
2761,932,RT thetimes: KyivIndependent Read the full story here: https://t.co/oLzqrACdQu ,Kyiv,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2763,934,RT NatashaBertrand: New: Zelensky in late night address tonight slams NATO over ruling out nofly zone. This is the selfhypnosis of thos ,NATO,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1,en
2765,936,RT AVindman: Passing forward from my Ukraine civilsociety contacts. https://t.co/gKG5zlV05d ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2766,937,"RT SkyLee1: Ukrainian Ambassador to the UN Sergiy Kyslytsya: Shamefully, there is a handful of those among us who do nothing. Act now o ",Ukrainian,-0.4404,0.0,0.121,0,0,0,0,0,0,-1,en
2767,938,"RT WCKitchen: Helena is from Ukraine but has lived in Poland the past 5 years. When the attack began, her brother went back to fight. It ",Ukraine,-0.8201,0.0,0.247,0,0,0,0,0,0,-1,en
2768,939,RT PolitiFact: Reports that Sean Penn had been working on a documentary on the conflict in Ukraine as early as November is not evidence th ,Ukraine,-0.3182,0.0,0.091,0,0,0,0,0,0,-1,en
2769,940,"RT ABC: A father who is remaining in Irpin, Ukraine, passes his son over a fence to his wife before the arrival of an evacuation train to ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2770,941,rfimor Reuters They have mutual defense treaty unlike in Ukraine. So US will intervene once China attacked Taiwan. ,Ukraine,-0.3612,0.073,0.146,0,0,0,0,0,0,-1,en
2771,942,RT delash: Led By Donkeys distribute blue plaques in London denoting Putins billionaire cronies https://t.co/C8YEFSpbls ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2772,943,RT markymark757: The Russian people are just as much victims in this Putin initiated war as the Ukrainians. 90 of the Russian media is ,Putin,-0.7351,0.0,0.22,Ukrainian,Russian,Russia,0,0,0,-1,en
2773,944,"RT mikepompeo: Make no mistake, Vladimir Putin will not stop with Ukraine. He will not stop until he can reestablish Russias influence ",Putin,-0.2081,0.143,0.174,Ukraine,Russia,0,0,0,0,-1,en
2775,946,"RT AdamKinzinger: This is a good moment to renew my call for a no fly zone, at the invitation of the Ukraine government. I fear if this c ",Ukraine,-0.3612,0.099,0.184,0,0,0,0,0,0,-1,en
2776,947,RT CupofJoeintheD2: AFP So who will stand up first amp stop the Russian slaughter amp genocide of the Ukraine Will it be the EU or NATO ,Ukraine,-0.296,0.0,0.081,NATO,Russian,Russia,0,0,0,-1,en
2777,948,RT NatashaBertrand: New: Zelensky in late night address tonight slams NATO over ruling out nofly zone. This is the selfhypnosis of thos ,NATO,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1,en
2778,949,"RT shornKOOMINS: As the brutal and sickening war grips Ukraine, its the intervention weve all been waiting for Keown wades into the c ",Ukraine,-0.9081,0.0,0.375,0,0,0,0,0,0,-1,en
2780,951,"RT ShaolinTom: My latest: Ukraine conflict risks new USRussia arms race, world closer to nuclear war Experts told Newsweek that current ",Ukraine,-0.8074,0.0,0.316,Russia,0,0,0,0,0,-1,en
2781,952,RT TristanSnell: Coke AND Pepsi are still doing business in Russia. I wont buy ANY of either companys products until they halt operation ,Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2782,953,"warmatters And if so, the risk of this debacle going even beyond Ukraine will be very real. ",Ukraine,-0.3353,0.0,0.129,0,0,0,0,0,0,-1,en
2784,955,"RT AVindman: This is Lyudmila Narusova, one of the few members of Russias Federation Council who refused to vote for the introduction of ",Russia,-0.296,0.0,0.091,0,0,0,0,0,0,-1,en
2785,956,"RT mikepompeo: Make no mistake, Vladimir Putin will not stop with Ukraine. He will not stop until he can reestablish Russias influence ",Putin,-0.2081,0.143,0.174,Ukraine,Russia,0,0,0,0,-1,en
2786,957,"RT amyklobuchar: Cant believe this has to be said: if youre defending or downplaying the actions of Vladimir Putin, you have chosen the ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2787,958,RT cliffordlevy: Dramatic scene as 14 widebodied aircraft landed near Ukraines border today with a bristling array of Javelin antitank m ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2788,959,"RT RhonddaBryant: Following the invasion of Ukraine, the UK has imposed targeted sanctions on 34 individuals or entities. The EU has impos ",Ukraine,-0.0772,0.0,0.058,0,0,0,0,0,0,-1,en
2789,960,"RT TheRealHoarse: Assholes, Russia has no actual right to fly over Ukraine. Ukraine has every right to declare a nofly zone. Every othe ",Ukraine,-0.7184,0.0,0.231,Russia,0,0,0,0,0,-1,en
2790,961,RT YourAnonNews: To the citizens of Russia: We are not your enemy. Your government is attacking a sovereign nation. Rise up To the soldi ,Russia,-0.0387,0.106,0.112,0,0,0,0,0,0,-1,en
2791,962,RT latimes: A global game of hideandseek is happening on the high seas as Russian billionaires hastily attempt to move their boats to sa ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
2792,963,RT UkraineNews0: Cant believe this just happening. Ukraine Farming Simulator https://t.co/JLc9FQbiRt ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2793,964,Thoughts and prayers to everyone affected by the crisis in Ukraine. PrayforUkraine https://t.co/8fzCiz9tOx ,Ukraine,-0.6908,0.0,0.341,0,0,0,0,0,0,-1,en
2795,966,RT CalltoActivism: BREAKING: Russian economist Konstantin Sonin says Putin flushed his economy down the toilet in five days. How do yo ,Putin,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
2796,967,RT Amandaincincy: Ukraine DebPowell59 CocaCola pepsi https://t.co/G6ODqPPbXx ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2797,968,"GabeLackman69 sSeleneei kyria29 PillooReporter AAlimov If Putin wasnt around, then that 80 would vanish, https://t.co/BaOYngjrv2 ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2801,972,"RT andersaslund: Suddenly a strong Ukrainian chorus has arisen: We are dying for Europe, democracy amp freedom but you lousy West are afra ",Ukrainian,-0.25,0.167,0.167,0,0,0,0,0,0,-1,en
2802,973,"Mznewzz Eedwardsellis Knowing Putin, hell send them to stand between RU army regulars amp Ukrainians amp let them get killed in the shooting. ",Putin,-0.8779,0.0,0.302,Ukrainian,0,0,0,0,0,-1,en
2803,974,"RT IAPonomarenko: In Kharkiv region, Ukraines military launch a counteroffensive ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2804,975,Liberate Ukraine and then hunt these train conductors and bus drivers down who have done this to AfricansinUkraine https://t.co/5HAfE0e5jt ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2806,977,NBCNews Putin and Dr. Death look alike now. ,Putin,-0.5994,0.0,0.358,0,0,0,0,0,0,-1,en
2808,979,"RT OphirGottlieb: Russias second largest oil company has broken ranks with President Vladimir Putin. Lukoil, which produces more than 2 ",Putin,-0.4767,0.0,0.147,Russia,0,0,0,0,0,-1,en
2809,980,"RT EgoPaysenger: The Paysenger team, together with the rest of the world, is affected by the situation in Ukraine. Our position is that w ",Ukraine,-0.1531,0.0,0.068,0,0,0,0,0,0,-1,en
2810,981,RT nyeusiwaasi: Solidarity to all Yemenis watching the world care deeply about Ukraine but sell billions of weapons to the countries bomb ,Ukraine,-0.7543,0.124,0.273,0,0,0,0,0,0,-1,en
2811,982,"RT SkyAndyHughes: Everyone should watch this. Sky News team comes under fire from Russian forces in Kyiv, despite making it clear theyre ",Kyiv,-0.555,0.0,0.186,Russian,Russia,0,0,0,0,-1,en
2812,983,Cuckraine getting Pythoned Ukraine UkraineRussianWar https://t.co/dtL0Xt7adj ,Ukraine,0.0,0.0,0.0,Russian,Russia,UkraineRussianWar,0,0,0,-1,en
2813,984,"Kim Iversen: UkraineRussia Is REALLY About The Demise Of US Hegemony, P... https://t.co/eaEhMvgH9m via YouTube ",Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
2814,985,RT marcorubio: We are now entering the most dangerous phase of the UkraineRussianWar Russia cant financially or logistically sustain ,Ukraine,-0.5256,0.0,0.159,Russian,Russia,UkraineRussianWar,0,0,0,-1,en
2815,986,RT MiaFarrow: A nofly zone is needed.Putin came close to exploding a nuclear plant last night. Reportedly he is now closing in on another ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2816,987,RT elonmusk: Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint. ,Ukraine,-0.4404,0.0,0.112,Russian,Russia,0,0,0,0,-1,en
2817,988,snobyrd1 Biden abandoned Ukraine. He wouldnt consider Ukraine into NATO before Putin attacked ,Putin,-0.7184,0.0,0.353,Ukraine,NATO,0,0,0,0,-1,en
2818,989,SenatorTester No Fly Zone. Ukraine ,Ukraine,-0.296,0.0,0.355,NATO,0,0,0,0,0,-1,en
2819,990,RT AliciaMerve: DanielSoff The way he said that last Ukraine utter disbelief of the audacity ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2820,991,"RT OccupyDemocrats: BREAKING NEWS: CocaCola folds to public pressure, announces that it is suspending all sales in Russia over Putins il ",Putin,-0.296,0.0,0.099,Russia,0,0,0,0,0,-1,en
2821,992,RT niallfraserlove: BoycottCocaCola Since CocaCola is selling in Russia and its business tax is going to Putins attack on Ukraine. Don ,Putin,-0.4767,0.0,0.134,Ukraine,Russia,0,0,0,0,-1,en
2822,993,RT jamalabdurrahmn: The Zaporizhzhia Nuclear Power Plant in Ukraine is now again under ukraines control. Battle on nuclear plant may be ,Ukraine,-0.3818,0.0,0.115,0,0,0,0,0,0,-1,en
2823,994,"RT vinodkapri: Ukraine , , https://t.co/e1d6g39pyi ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2824,995,"RT 11thHour: Igor Novikov, Former Adviser to the President of Ukraine, on Ukrainians outlook on the war: There is resolve, even among ch ",Ukraine,-0.3182,0.095,0.142,Ukrainian,0,0,0,0,0,-1,en
2825,996,RT ByRakeshSimha: 2. By now pretty much most people following the UkraineRussian conflict on the planet went to sleep with the fear of an ,Ukraine,-0.3182,0.108,0.185,Russian,Russia,0,0,0,0,-1,en
2826,997,RT CrypticMiind: Govt should not spent tax payers money for evacuating students from Ukraine. Tax payers money should only be spent for ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2827,998,"RT NatashaBertrand: More: Zelensky described NATOs summit on Friday where possibility of a no fly zone was dismissed as a weak summit, a ",NATO,-0.6249,0.0,0.221,Zelensky,0,0,0,0,0,-1,en
2828,999,RT Newsweek: The State Department is reportedly assessing whether the Russian attack on Ukraines Zaporizhzhia nuclear power plant was a ,Ukraine,-0.4767,0.0,0.147,Russian,Russia,0,0,0,0,-1,en
2829,1000,RT marcorubio: Growing indications that Russia faces some kind of imminent supply crisis in Ukraine If this is the case we could see a ,Ukraine,-0.5267,0.063,0.153,Russia,0,0,0,0,0,-1,en
2830,1001,RT spectatorindex: BREAKING: The New York Times reports that fourteen cargo planes carrying military aid landed near Ukraines border on F ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2831,1002,"RT sibersong: French fashion giants LVMH, Hermes, Kering, and Chanel are suspending business operations in Russia. https://t.co/v6Jm3uy6… ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2833,1004,RT insiderfilms1: MeidasTouch MoonriseBooks Poland stands with Ukraine https://t.co/73AidjO1pv ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2835,1006,RT PetriTapola: PutinWarCriminal Putin Ukraine UkraineRussianWar Vladimir Putain wanted for war crimes. War crimiminal Putin pictured ,Putin,-0.8316,0.0,0.358,Ukraine,Russian,Russia,UkraineRussianWar,0,0,-1,en
2836,1007,CHINA TO PULL FOOTBALL Russias ally wouldnt want their people to see the antiPutin messages. https://t.co/k2KyNtCFGU ,Putin,-0.0572,0.0,0.075,Russia,0,0,0,0,0,-1,en
2838,1009,RT elonmusk: Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint. ,Ukraine,-0.4404,0.0,0.112,Russian,Russia,0,0,0,0,-1,en
2839,1010,"RT BlackpinkInform: PINKs, hello everyone In connection with the latest events in Ukraine, we thought and decided to change our project ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2840,1011,RT RealPepeEscobar: Russia did not weaponize energy: Europe continues to be supplied via Ukraine. THIS is civilization. ,Ukraine,-0.2057,0.0,0.102,Russia,0,0,0,0,0,-1,en
2842,1013,"Ukraine , https://t.co/bHU5ATNIi7 ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2845,1016,"RT farhip: Some internal news: In response to Putins threats against reporters in Russia, the washingtonpost will remove bylines and dat ",Putin,-0.4215,0.0,0.123,Russia,0,0,0,0,0,-1,en
2846,1017,RT FoxNews: Ukrainianborn lawmaker says Biden financing Putins war by buying Russian oil https://t.co/AMyqKGgA40 ,Putin,-0.5994,0.0,0.231,Ukrainian,Russian,Russia,0,0,0,-1,en
2847,1018,"RT LeftHandedLarue: Its Dictator Putin, not President Putin. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2849,1020,The Russian General Staff must be eyeing one another and wondering who will tell Putin how badly his war on Ukraine is going ,Putin,-0.7906,0.0,0.25,Ukraine,Russian,Russia,0,0,0,-1,en
2850,1021,"MikePence Ask yourself sir, what NATO policy did my administration pursue when in Office. Your admin weakened NAT https://t.co/d5hDlAbZ3H ",NATO,-0.3182,0.0,0.113,0,0,0,0,0,0,-1,en
2853,1024,RT elonmusk: Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint. ,Ukraine,-0.4404,0.0,0.112,Russian,Russia,0,0,0,0,-1,en
2855,1026,RT RaviSinghKA: Disgusting IndianStudents Ukraine https://t.co/zjdUuLvvNQ ,Ukraine,-0.5267,0.0,0.405,0,0,0,0,0,0,-1,en
2856,1027,RT RobRobbEdwards: Ukraine Zoo Animals Evacuated to Poland and Surrounded by Russian Tanks https://t.co/e6PA5ZGqkk ,Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
2857,1028,"I believe that todays Ukraine is tomorrows Taiwan, said Lung Weichen, a 69yearold retired soldier from the s https://t.co/D1hUVxK334 ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2859,1030,RT UkraineNews0: Zaporizhia nuclear power plant back under Ukraine control. ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2860,1031,RT PamKeithFL: I agree with Zelensky. The NATO decision will prove to be a catastrophic blunder. ,NATO,-0.1779,0.141,0.181,Zelensky,0,0,0,0,0,-1,en
2861,1032,"RT Shakirlamar: A Pashtun student who has safely returned from the war in Ukraine, died in the Peshawar attack today. Now how I say Pakist ",Ukraine,-0.8126,0.098,0.323,0,0,0,0,0,0,-1,en
2862,1033,"RT kaushikcbasu: For those saying the Indian rupee is not alone, all currencies are losing value because of the war in Ukraine, let me cla ",Ukraine,-0.5204,0.131,0.205,0,0,0,0,0,0,-1,en
2863,1034,RT elonmusk: Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint. ,Ukraine,-0.4404,0.0,0.112,Russian,Russia,0,0,0,0,-1,en
2864,1035,RT spectatorindex: BREAKING: The New York Times reports that fourteen cargo planes carrying military aid landed near Ukraines border on F ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2865,1036,"Russia is attacking Ukraine, but European Union President Ursula von der Leyen calls Belarus the other aggressor i https://t.co/5yEbu4Wk21 ",Ukraine,-0.4939,0.0,0.208,Russia,0,0,0,0,0,-1,en
2866,1037,RT kimbal: Go team Ukraine Putin has to be stopped. Its either now or later. I say now. Are you with me ,Putin,-0.2263,0.0,0.087,Ukraine,0,0,0,0,0,-1,en
2868,1039,RT AlexKhrebet: Russian pilot Krasnoyartsev is detained by Ukraines army. He has a picture with Syrias dictator Assad. https://t.co/Ml… ,Ukraine,-0.4019,0.0,0.137,Russian,Russia,0,0,0,0,-1,en
2869,1040,RT AntyAnty77: Bez komentarza No comments Russia War Ukraine https://t.co/kPhY8EUro8 ,Ukraine,-0.7269,0.0,0.433,Russia,0,0,0,0,0,-1,en
2870,1041,"Ukraine BilaTserkva, missile attack, looking for people under the rubble war Ukraine RussiaUkraineConflict https://t.co/1znot6qjpi ",Ukraine,-0.7906,0.0,0.368,Russia,0,0,0,0,0,-1,en
2871,1042,"For gods sake NATO EUCouncil UN The message youre sending the entire is that youre ALL irrelevant, not good https://t.co/IU6TYQMhF6 ",NATO,-0.3412,0.0,0.112,0,0,0,0,0,0,-1,en
2872,1043,RT yermolenkov: For years Ukraine has been seeking to comply with NATO standards. Now we have to ask if NATO is able to comply with Ukrai ,Ukraine,0.0,0.0,0.0,NATO,0,0,0,0,0,-1,en
2874,1045,"RT ndtv: UkraineRussiaWar This is our last video, pray for us: Desperate student SOS video from Ukraines Sumy Read: https://t.co/9p… ",Ukraine,0.0,0.102,0.102,Russia,0,0,0,0,0,-1,en
2875,1046,"ChaudharyParvez Eire353 Zelensky, the craven cokehead coward, must negotiate and spare his people from suffering. https://t.co/xpTx6pHph4 ",Zelensky,-0.7269,0.0,0.303,0,0,0,0,0,0,-1,en
2876,1047,RT YGorodnichenko: The moral compass: the civilized world must impose sanctions on Russian energy exports to raise the cost of war for Put ,Russian,-0.6124,0.074,0.216,Russia,0,0,0,0,0,-1,en
2877,1048,RT oryxspioenkop: Ukraine: Ukrainian forces managed to capture at least two Russian T90A MBTs fitted with cope cages during the fighting ,Ukraine,-0.3612,0.0,0.111,Ukrainian,Russian,Russia,0,0,0,-1,en
2878,1049,TIME The UK is worried because the war in Ukraine will uncover many things they dont to be known. What do they lo https://t.co/7qdpxLFf4A ,Ukraine,-0.7269,0.0,0.217,0,0,0,0,0,0,-1,en
2879,1050,"RT KevinRothrock: ProKremlin Telegram channels are pushing the story that Denis Kireyev, a member of Ukraines own negotiating team, has ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
2880,1051,"RT admirim: Horrifying scenes out of Belgrade, Serbia tonight: Desecration of the EU flag Support for Russian invasion of Ukraine ",Ukraine,-0.25,0.111,0.152,Russian,Russia,0,0,0,0,-1,en
2882,1053,"RT efenigson: Dr. Michael Mero:Our attention is diverted to the painful amp unnecessary Ukraine war. Covid amp Enabling Act will return, cu ",Ukraine,-0.7783,0.0,0.254,0,0,0,0,0,0,-1,en
2884,1055,RT RonBikashGaurav: The Bus sent by TN govt to Ukraine. AdityaRajKaul https://t.co/OyNh20Oe2r https://t.co/cFj9g6TSNd ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
